"","dta_collection_time","contract_time","ship_time","bid_time","vsl_company","vsl_name","vsl_type","total_weight","port","port_type_value","port_price_diff","distance","income","cost","bang_dian_cost","chao_qi_cost","kua_gang_cost"
"515",2018-08-15,2018-07-26,2018-07-31,2018-06-12,"LiXin","39","1.3-1.5W",592.993,"NingBoZhenHai",16000,0,715,57,48,1,0,0
"516",2018-08-15,2018-07-29,2018-08-03,2018-06-12,"LiXin","101","0.5W",1628.342,"JiaoJiang",5100,5,830,60,75.4,1,2,0
"517",2018-08-15,2018-07-29,2018-08-03,2018-06-12,"LiXin","101","0.5W",1529.071,"JiaoJiang",5100,5,830,65,75.4,1,2,0
"518",2018-08-15,2018-07-29,2018-08-03,2018-06-12,"LiXin","101","0.5W",411.223,"YuHuan",20000,13,875,70,75.4,1,2,0
"519",2018-08-15,2018-07-29,2018-08-03,2018-06-12,"LiXin","101","0.5W",1478.224,"YuHuan",20000,13,875,68,75.4,1,2,0
"520",2018-08-15,2018-08-05,2018-08-10,2018-06-12,"LiXin","32","1-1.25W",951.85,"NingBoHuaPu",7500,5,715,60,53,1,5,0
"521",2018-08-15,2018-08-05,2018-08-10,2018-06-12,"LiXin","32","1-1.25W",1614.19,"NingBoJiangYong",5100,5,715,60,53,1,5,0
"522",2018-08-15,2018-08-05,2018-08-10,2018-06-12,"LiXin","32","1-1.25W",6057.5,"NingBoZhenHai",16000,0,715,55,53,1,5,0
"523",2018-08-15,2018-08-05,2018-08-10,2018-06-12,"LiXin","32","1-1.25W",1158.89,"NingBoZhenHai",16000,0,715,60,53,1,5,0
"524",2018-08-15,2018-08-05,2018-08-10,2018-06-12,"LiXin","32","1-1.25W",887.659,"NingBoZhenHai",16000,0,715,57,53,1,5,0
"525",2018-08-15,2018-08-05,2018-08-10,2018-06-12,"LiXin","12","0.5W",541.601,"JiaoJiang",5100,5,830,62,64,1,0,0
"526",2018-08-15,2018-08-05,2018-08-10,2018-06-12,"LiXin","12","0.5W",1136.21,"JiaoJiang",5100,5,830,65,64,1,0,0
"527",2018-08-15,2018-08-05,2018-08-10,2018-06-12,"LiXin","12","0.5W",2805.022,"JiaoJiang",5100,5,830,60,64,1,0,0
"528",2018-08-15,2018-08-05,2018-08-10,2018-06-12,"LiXin","102","1.6-1.8W",171.723,"NingBoZhenHai",16000,0,715,57,48.5,1,0,0
"529",2018-08-15,2018-08-05,2018-08-10,2018-06-12,"LiXin","102","1.6-1.8W",1623.71,"NingBoZhenHai",16000,0,715,55,48.5,1,0,0
"530",2018-08-15,2018-08-09,2018-08-14,2018-06-12,"LiXin","39","1.3-1.5W",1281.608,"NingBoZhenHai",16000,0,715,55,49,1,0,0
"531",2018-08-15,2018-08-09,2018-08-14,2018-06-12,"LiXin","39","1.3-1.5W",483.598,"NingBoZhenHai",16000,0,715,57,49,1,0,0
